step,epoch_frac,phase,loss_total,loss_think,loss_response,lr,grad_norm,tokens_seen_B,tokens_per_sec,gpu_mem_gb,gpu_mem_reserved_gb,loss_weight_think,val_loss,time_elapsed_min,eta_min,timestamp
14090,0.7903,pretrain,1.697836,0.0,1.589268,1.994839514107957e-05,0.412,3.031835,266413.8,4.478,10.524,0.0,,231.1,61.3,2026-04-29 18:06:22
14100,0.7908,pretrain,1.65908,0.0,1.766203,1.989729190197418e-05,0.4127,3.03249,266287.6,4.478,10.524,0.0,,231.26,61.2,2026-04-29 18:06:31
14110,0.7914,pretrain,1.59187,0.0,1.228734,1.984630403296255e-05,0.4133,3.033145,266026.4,4.478,10.524,0.0,,231.42,61.0,2026-04-29 18:06:41
14120,0.792,pretrain,1.672515,0.0,1.707142,1.9795431701623657e-05,0.4167,3.033801,265377.9,4.478,10.524,0.0,,231.58,60.8,2026-04-29 18:06:50
14130,0.7925,pretrain,1.810641,0.0,1.824937,1.9744675075156718e-05,0.4127,3.034456,266394.1,4.478,10.524,0.0,,231.74,60.7,2026-04-29 18:07:00
14140,0.7931,pretrain,1.770113,0.0,1.739609,1.969403432038069e-05,0.4105,3.035111,266160.5,4.478,10.524,0.0,,231.89,60.5,2026-04-29 18:07:09
14150,0.7936,pretrain,1.558804,0.0,1.215695,1.964350960373369e-05,0.4052,3.035767,253859.7,4.478,10.524,0.0,,232.05,60.3,2026-04-29 18:07:19
14160,0.7942,pretrain,1.719688,0.0,1.921368,1.959310109127244e-05,0.4164,3.036422,266283.4,4.478,10.524,0.0,,232.21,60.2,2026-04-29 18:07:28
14170,0.7948,pretrain,1.852879,0.0,1.801634,1.9542808948671785e-05,0.4133,3.037078,253687.8,4.478,10.524,0.0,,232.37,60.0,2026-04-29 18:07:38
14180,0.7953,pretrain,1.839695,0.0,1.684108,1.949263334122406e-05,0.4092,3.037733,266259.5,4.478,10.524,0.0,,232.52,59.8,2026-04-29 18:07:47
14190,0.7959,pretrain,1.663042,0.0,1.323758,1.944257443383863e-05,0.4136,3.038388,255485.1,4.478,10.524,0.0,,232.68,59.7,2026-04-29 18:07:57
14200,0.7964,pretrain,1.684874,0.0,1.582468,1.939263239104124e-05,0.4044,3.039044,264957.2,4.478,10.524,0.0,,232.84,59.5,2026-04-29 18:08:06
14210,0.797,pretrain,1.701931,0.0,1.817255,1.9342807376973626e-05,0.4117,3.039699,264323.5,4.478,10.524,0.0,,233.0,59.3,2026-04-29 18:08:16
14220,0.7976,pretrain,1.571979,0.0,1.862342,1.9293099555392867e-05,0.4202,3.040354,265929.9,4.478,10.524,0.0,,233.16,59.2,2026-04-29 18:08:25
14230,0.7981,pretrain,1.561637,0.0,1.223419,1.924350908967083e-05,0.4079,3.04101,266492.1,4.478,10.524,0.0,,233.32,59.0,2026-04-29 18:08:35
14240,0.7987,pretrain,1.808315,0.0,2.060806,1.9194036142793713e-05,0.4153,3.041665,266685.8,4.478,10.524,0.0,,233.47,58.8,2026-04-29 18:08:44
14250,0.7992,pretrain,1.765278,0.0,1.644341,1.9144680877361475e-05,0.4093,3.04232,253822.0,4.478,10.524,0.0,,233.63,58.7,2026-04-29 18:08:54
14260,0.7998,pretrain,1.632089,0.0,1.372851,1.9095443455587283e-05,0.411,3.042976,266295.8,4.478,10.524,0.0,,233.79,58.5,2026-04-29 18:09:03
14270,0.8004,pretrain,1.654286,0.0,1.424501,1.9046324039297006e-05,0.4083,3.043631,266345.7,4.478,10.524,0.0,,233.95,58.3,2026-04-29 18:09:12
14280,0.8009,pretrain,1.79814,0.0,2.148017,1.899732278992864e-05,0.4112,3.044286,266108.1,4.478,10.524,0.0,,234.1,58.2,2026-04-29 18:09:22
14290,0.8015,pretrain,1.707213,0.0,1.823544,1.8948439868531853e-05,0.413,3.044942,266084.6,4.478,10.524,0.0,,234.26,58.0,2026-04-29 18:09:31
14300,0.8021,pretrain,1.606106,0.0,1.861369,1.889967543576738e-05,0.4035,3.045597,266372.5,4.478,10.524,0.0,,234.42,57.9,2026-04-29 18:09:41
14310,0.8026,pretrain,1.577191,0.0,1.51003,1.8851029651906547e-05,0.4131,3.046253,258320.0,4.478,10.524,0.0,,234.58,57.7,2026-04-29 18:09:51
14320,0.8032,pretrain,1.703924,0.0,1.78089,1.8802502676830696e-05,0.4107,3.046908,255113.1,4.478,10.524,0.0,,234.74,57.5,2026-04-29 18:10:00
14330,0.8037,pretrain,1.549392,0.0,1.710773,1.8754094670030706e-05,0.4129,3.047563,266724.1,4.478,10.524,0.0,,234.9,57.4,2026-04-29 18:10:09
14340,0.8043,pretrain,1.659611,0.0,1.253388,1.8705805790606455e-05,0.4163,3.048219,254862.8,4.478,10.524,0.0,,235.06,57.2,2026-04-29 18:10:19
14350,0.8049,pretrain,1.482163,0.0,1.102733,1.8657636197266276e-05,0.4068,3.048874,267256.7,4.478,10.524,0.0,,235.21,57.0,2026-04-29 18:10:28
14360,0.8054,pretrain,1.620272,0.0,1.343681,1.8609586048326483e-05,0.4037,3.049529,266952.6,4.478,10.524,0.0,,235.37,56.9,2026-04-29 18:10:38
14370,0.806,pretrain,1.730039,0.0,1.59269,1.856165550171076e-05,0.4041,3.050185,266426.1,4.478,10.524,0.0,,235.53,56.7,2026-04-29 18:10:47
14380,0.8065,pretrain,1.47883,0.0,1.249409,1.851384471494974e-05,0.4152,3.05084,266230.5,4.478,10.524,0.0,,235.69,56.5,2026-04-29 18:10:57
14390,0.8071,pretrain,1.791076,0.0,1.727223,1.846615384518046e-05,0.4118,3.051495,266191.1,4.478,10.524,0.0,,235.84,56.4,2026-04-29 18:11:06
14400,0.8077,pretrain,1.69156,0.0,1.426982,1.8418583049145807e-05,0.4175,3.052151,252670.5,4.478,10.524,0.0,,236.0,56.2,2026-04-29 18:11:16
14410,0.8082,pretrain,1.624476,0.0,1.771514,1.8371132483194046e-05,0.4147,3.052806,265045.8,4.478,10.524,0.0,,236.16,56.0,2026-04-29 18:11:25
14420,0.8088,pretrain,1.642464,0.0,1.9832,1.8323802303278254e-05,0.4127,3.053462,264959.7,4.478,10.524,0.0,,236.32,55.9,2026-04-29 18:11:35
14430,0.8093,pretrain,1.683501,0.0,1.484173,1.8276592664955902e-05,0.4153,3.054117,266545.5,4.478,10.524,0.0,,236.47,55.7,2026-04-29 18:11:44
14440,0.8099,pretrain,1.679734,0.0,1.586637,1.8229503723388228e-05,0.4127,3.054772,266952.8,4.478,10.524,0.0,,236.63,55.5,2026-04-29 18:11:54
14450,0.8105,pretrain,1.644516,0.0,1.730559,1.818253563333981e-05,0.4051,3.055428,254264.6,4.478,10.524,0.0,,236.79,55.4,2026-04-29 18:12:03
14460,0.811,pretrain,1.621852,0.0,1.464741,1.8135688549178023e-05,0.4138,3.056083,265932.0,4.478,10.524,0.0,,236.95,55.2,2026-04-29 18:12:13
14470,0.8116,pretrain,1.555935,0.0,1.620502,1.8088962624872538e-05,0.4096,3.056738,265810.9,4.478,10.524,0.0,,237.11,55.0,2026-04-29 18:12:22
14480,0.8121,pretrain,1.591904,0.0,1.478119,1.8042358013994835e-05,0.4094,3.057394,265781.5,4.478,10.524,0.0,,237.26,54.9,2026-04-29 18:12:32
14490,0.8127,pretrain,1.69783,0.0,1.568854,1.799587486971764e-05,0.5516,3.058049,265905.2,4.478,10.524,0.0,,237.43,54.7,2026-04-29 18:12:41
14500,0.8133,pretrain,1.579175,0.0,1.824429,1.7949513344814496e-05,0.4187,3.058704,266452.8,4.478,10.524,0.0,,237.58,54.5,2026-04-29 18:12:51
14510,0.8138,pretrain,1.631935,0.0,1.686954,1.7903273591659217e-05,0.4149,3.05936,249478.3,4.478,10.524,0.0,,237.99,54.4,2026-04-29 18:13:15
14520,0.8144,pretrain,1.604519,0.0,1.450186,1.7857155762225392e-05,0.4191,3.060015,266426.3,4.478,10.524,0.0,,238.15,54.3,2026-04-29 18:13:24
14530,0.815,pretrain,1.619224,0.0,1.483932,1.781116000808591e-05,0.4098,3.06067,252456.6,4.478,10.524,0.0,,238.31,54.1,2026-04-29 18:13:34
14540,0.8155,pretrain,1.66249,0.0,1.591879,1.77652864804124e-05,0.4138,3.061326,266538.5,4.478,10.524,0.0,,238.47,53.9,2026-04-29 18:13:44
14550,0.8161,pretrain,1.731769,0.0,1.628182,1.7719535329974815e-05,0.4121,3.061981,266352.9,4.478,10.524,0.0,,238.62,53.8,2026-04-29 18:13:53
14560,0.8166,pretrain,1.374257,0.0,1.063636,1.7673906707140882e-05,0.4068,3.062637,266034.6,4.478,10.524,0.0,,238.78,53.6,2026-04-29 18:14:03
14570,0.8172,pretrain,1.709695,0.0,1.668294,1.7628400761875645e-05,0.4165,3.063292,265812.4,4.478,10.524,0.0,,238.94,53.4,2026-04-29 18:14:12
14580,0.8178,pretrain,1.803496,0.0,1.739984,1.7583017643740897e-05,0.4093,3.063947,265260.0,4.478,10.524,0.0,,239.1,53.3,2026-04-29 18:14:22
14590,0.8183,pretrain,1.720152,0.0,1.65647,1.7537757501894793e-05,0.4084,3.064603,265701.4,4.478,10.524,0.0,,239.26,53.1,2026-04-29 18:14:31
14600,0.8189,pretrain,1.601724,0.0,2.001269,1.7492620485091294e-05,0.4017,3.065258,265281.5,4.478,10.524,0.0,,239.42,53.0,2026-04-29 18:14:41
14610,0.8194,pretrain,1.65602,0.0,1.347634,1.744760674167969e-05,0.4111,3.065913,265984.2,4.478,10.524,0.0,,239.57,52.8,2026-04-29 18:14:50
14620,0.82,pretrain,1.663888,0.0,1.348532,1.740271641960413e-05,0.4167,3.066569,266216.2,4.478,10.524,0.0,,239.73,52.6,2026-04-29 18:15:00
14630,0.8206,pretrain,1.567949,0.0,1.418561,1.735794966640308e-05,0.4092,3.067224,264576.9,4.478,10.524,0.0,,239.89,52.5,2026-04-29 18:15:09
14640,0.8211,pretrain,1.729448,0.0,1.54903,1.7313306629208903e-05,0.4136,3.067879,252394.9,4.478,10.524,0.0,,240.05,52.3,2026-04-29 18:15:19
14650,0.8217,pretrain,1.508832,0.0,1.765841,1.7268787454747403e-05,0.4073,3.068535,265788.9,4.478,10.524,0.0,,240.2,52.1,2026-04-29 18:15:28
14660,0.8222,pretrain,1.665418,0.0,1.356124,1.7224392289337194e-05,0.4074,3.06919,253949.1,4.478,10.524,0.0,,240.36,52.0,2026-04-29 18:15:38
14670,0.8228,pretrain,1.674365,0.0,2.339008,1.7180121278889402e-05,0.4132,3.069846,266142.0,4.478,10.524,0.0,,240.52,51.8,2026-04-29 18:15:47
14680,0.8234,pretrain,1.828659,0.0,1.782908,1.713597456890702e-05,0.4164,3.070501,265473.3,4.478,10.524,0.0,,240.68,51.6,2026-04-29 18:15:56
14690,0.8239,pretrain,1.78237,0.0,2.174618,1.7091952304484608e-05,0.4172,3.071156,251318.3,4.478,10.524,0.0,,240.84,51.5,2026-04-29 18:16:06
14700,0.8245,pretrain,1.809557,0.0,1.951188,1.704805463030762e-05,0.4163,3.071812,263924.2,4.478,10.524,0.0,,241.0,51.3,2026-04-29 18:16:16
14710,0.825,pretrain,1.612802,0.0,1.496191,1.7004281690652082e-05,0.4157,3.072467,264580.2,4.478,10.524,0.0,,241.16,51.1,2026-04-29 18:16:25
14720,0.8256,pretrain,1.538616,0.0,1.728294,1.6960633629384056e-05,0.4042,3.073122,265245.3,4.478,10.524,0.0,,241.32,51.0,2026-04-29 18:16:35
14730,0.8262,pretrain,1.677951,0.0,1.684691,1.691711058995916e-05,0.4053,3.073778,254233.7,4.478,10.524,0.0,,241.48,50.8,2026-04-29 18:16:44
14740,0.8267,pretrain,1.74335,0.0,1.661474,1.6873712715422134e-05,0.4158,3.074433,263888.1,4.478,10.524,0.0,,241.63,50.6,2026-04-29 18:16:54
14750,0.8273,pretrain,1.641536,0.0,1.306497,1.6830440148406298e-05,0.4125,3.075088,251736.4,4.478,10.524,0.0,,241.79,50.5,2026-04-29 18:17:03
14760,0.8279,pretrain,1.730444,0.0,1.80544,1.678729303113318e-05,0.4108,3.075744,264488.7,4.478,10.524,0.0,,241.95,50.3,2026-04-29 18:17:13
14770,0.8284,pretrain,1.775826,0.0,1.951486,1.6744271505411975e-05,0.414,3.076399,263948.9,4.478,10.524,0.0,,242.11,50.1,2026-04-29 18:17:22
14780,0.829,pretrain,1.479677,0.0,1.792558,1.670137571263911e-05,0.4084,3.077054,264578.8,4.478,10.524,0.0,,242.27,50.0,2026-04-29 18:17:32
14790,0.8295,pretrain,1.616602,0.0,1.6218,1.6658605793797784e-05,0.4101,3.07771,260705.0,4.478,10.524,0.0,,242.43,49.8,2026-04-29 18:17:42
14800,0.8301,pretrain,1.65885,0.0,2.144908,1.6615961889457458e-05,0.4137,3.078365,251589.1,4.478,10.524,0.0,,242.6,49.7,2026-04-29 18:17:51
14810,0.8307,pretrain,1.671179,0.0,1.524625,1.657344413977346e-05,0.4104,3.079021,262296.6,4.478,10.524,0.0,,242.76,49.5,2026-04-29 18:18:01
14820,0.8312,pretrain,1.785085,0.0,1.632925,1.653105268448648e-05,0.408,3.079676,264464.9,4.478,10.524,0.0,,242.92,49.3,2026-04-29 18:18:11
14830,0.8318,pretrain,1.63827,0.0,1.788285,1.6488787662922135e-05,0.4102,3.080331,266065.3,4.478,10.524,0.0,,243.08,49.2,2026-04-29 18:18:20
14840,0.8323,pretrain,1.769731,0.0,1.860786,1.64466492139905e-05,0.4133,3.080987,265567.3,4.478,10.524,0.0,,243.23,49.0,2026-04-29 18:18:30
14850,0.8329,pretrain,1.707785,0.0,1.48285,1.6404637476185616e-05,0.4137,3.081642,265238.2,4.478,10.524,0.0,,243.39,48.8,2026-04-29 18:18:39
14860,0.8335,pretrain,1.728164,0.0,1.617663,1.636275258758511e-05,0.4154,3.082297,265499.1,4.478,10.524,0.0,,243.55,48.7,2026-04-29 18:18:49
14870,0.834,pretrain,1.649537,0.0,1.88574,1.6320994685849684e-05,0.4147,3.082953,265280.2,4.478,10.524,0.0,,243.71,48.5,2026-04-29 18:18:58
14880,0.8346,pretrain,1.690308,0.0,1.95365,1.627936390822269e-05,0.4131,3.083608,265531.0,4.478,10.524,0.0,,243.87,48.3,2026-04-29 18:19:08
14890,0.8351,pretrain,1.630293,0.0,2.066381,1.6237860391529646e-05,0.4126,3.084263,264792.6,4.478,10.524,0.0,,244.03,48.2,2026-04-29 18:19:17
14900,0.8357,pretrain,1.679921,0.0,2.341384,1.6196484272177825e-05,0.4084,3.084919,266834.1,4.478,10.524,0.0,,244.18,48.0,2026-04-29 18:19:27
14910,0.8363,pretrain,1.666588,0.0,1.641942,1.6155235686155807e-05,0.421,3.085574,265232.0,4.478,10.524,0.0,,244.34,47.8,2026-04-29 18:19:36
14920,0.8368,pretrain,1.685339,0.0,1.434311,1.6114114769032973e-05,0.4108,3.08623,266541.2,4.478,10.524,0.0,,244.5,47.7,2026-04-29 18:19:46
14930,0.8374,pretrain,1.528086,0.0,1.365548,1.607312165595915e-05,0.4127,3.086885,265886.2,4.478,10.524,0.0,,244.66,47.5,2026-04-29 18:19:55
14940,0.8379,pretrain,1.846698,0.0,1.916495,1.6032256481664058e-05,0.4135,3.08754,265640.7,4.478,10.524,0.0,,244.82,47.3,2026-04-29 18:20:05
14950,0.8385,pretrain,1.785474,0.0,1.561814,1.5991519380457004e-05,0.4192,3.088196,265446.1,4.478,10.524,0.0,,244.97,47.2,2026-04-29 18:20:14
14960,0.8391,pretrain,1.538241,0.0,1.629361,1.5950910486226294e-05,0.4115,3.088851,265776.1,4.478,10.524,0.0,,245.13,47.0,2026-04-29 18:20:24
14970,0.8396,pretrain,1.567905,0.0,1.606179,1.5910429932438905e-05,0.4143,3.089506,266109.2,4.478,10.524,0.0,,245.29,46.8,2026-04-29 18:20:33
14980,0.8402,pretrain,1.636639,0.0,1.463339,1.5870077852139996e-05,0.4114,3.090162,267056.0,4.478,10.524,0.0,,245.45,46.7,2026-04-29 18:20:43
14990,0.8408,pretrain,1.645761,0.0,1.623615,1.5829854377952474e-05,0.409,3.090817,265353.7,4.478,10.524,0.0,,245.61,46.5,2026-04-29 18:20:52
15000,0.8413,pretrain,1.55694,0.0,1.203565,1.578975964207658e-05,0.4104,3.091472,265779.4,4.478,10.524,0.0,,245.77,46.4,2026-04-29 18:21:02
15010,0.8419,pretrain,1.680383,0.0,1.991504,1.5749793776289396e-05,0.4107,3.092128,264022.5,4.478,10.524,0.0,,246.18,46.2,2026-04-29 18:21:27
15020,0.8424,pretrain,1.634165,0.0,1.665028,1.57099569119445e-05,0.4167,3.092783,265048.4,4.478,10.524,0.0,,246.35,46.1,2026-04-29 18:21:36
15030,0.843,pretrain,1.546687,0.0,2.067045,1.5670249179971467e-05,0.4092,3.093438,265590.8,4.478,10.524,0.0,,246.5,45.9,2026-04-29 18:21:46
15040,0.8436,pretrain,1.654235,0.0,1.703216,1.5630670710875468e-05,0.4142,3.094094,265948.5,4.478,10.524,0.0,,246.66,45.7,2026-04-29 18:21:55
15050,0.8441,pretrain,1.702758,0.0,1.985582,1.5591221634736826e-05,0.4213,3.094749,252788.7,4.478,10.524,0.0,,246.82,45.6,2026-04-29 18:22:05
15060,0.8447,pretrain,1.835364,0.0,1.85195,1.5551902081210596e-05,0.4113,3.095405,266170.6,4.478,10.524,0.0,,246.98,45.4,2026-04-29 18:22:14
15070,0.8452,pretrain,1.654405,0.0,1.630432,1.5512712179526134e-05,0.4081,3.09606,266025.6,4.478,10.524,0.0,,247.14,45.2,2026-04-29 18:22:24
15080,0.8458,pretrain,1.680471,0.0,2.031044,1.547365205848669e-05,0.4108,3.096715,266087.0,4.478,10.524,0.0,,247.29,45.1,2026-04-29 18:22:33
15090,0.8464,pretrain,1.537287,0.0,1.266383,1.5434721846468966e-05,0.4065,3.097371,265894.5,4.478,10.524,0.0,,247.45,44.9,2026-04-29 18:22:43
15100,0.8469,pretrain,1.670941,0.0,1.855434,1.5395921671422706e-05,0.4059,3.098026,266564.7,4.478,10.524,0.0,,247.61,44.8,2026-04-29 18:22:52
15110,0.8475,pretrain,1.629023,0.0,1.913881,1.535725166087024e-05,0.41,3.098681,265646.1,4.478,10.524,0.0,,247.77,44.6,2026-04-29 18:23:02
15120,0.848,pretrain,1.62323,0.0,1.23092,1.5318711941906112e-05,0.4078,3.099337,268083.5,4.478,10.524,0.0,,247.92,44.4,2026-04-29 18:23:11
15130,0.8486,pretrain,1.59919,0.0,1.842436,1.5280302641196666e-05,0.4153,3.099992,268911.3,4.478,10.524,0.0,,248.08,44.3,2026-04-29 18:23:21
15140,0.8492,pretrain,1.373511,0.0,1.42583,1.5242023884979583e-05,0.4039,3.100647,268865.8,4.478,10.524,0.0,,248.24,44.1,2026-04-29 18:23:30
15150,0.8497,pretrain,1.669456,0.0,1.917052,1.5203875799063486e-05,0.4021,3.101303,267734.4,4.478,10.524,0.0,,248.4,43.9,2026-04-29 18:23:39
15160,0.8503,pretrain,1.826567,0.0,1.413363,1.5165858508827533e-05,0.4215,3.101958,267284.0,4.478,10.524,0.0,,248.55,43.8,2026-04-29 18:23:49
15170,0.8508,pretrain,1.573117,0.0,1.696434,1.5127972139221039e-05,0.4294,3.102614,254071.2,4.478,10.524,0.0,,248.71,43.6,2026-04-29 18:23:58
15180,0.8514,pretrain,1.696966,0.0,2.113005,1.5090216814762978e-05,0.4073,3.103269,266616.6,4.478,10.524,0.0,,248.87,43.4,2026-04-29 18:24:08
15190,0.852,pretrain,1.651338,0.0,1.612153,1.5052592659541663e-05,0.4178,3.103924,265187.4,4.478,10.524,0.0,,249.03,43.3,2026-04-29 18:24:17
15200,0.8525,pretrain,1.575505,0.0,1.343441,1.5015099797214259e-05,0.4126,3.10458,253995.3,4.478,10.524,0.0,,249.19,43.1,2026-04-29 18:24:27
15210,0.8531,pretrain,1.729555,0.0,1.562455,1.4977738351006487e-05,0.4158,3.105235,265259.2,4.478,10.524,0.0,,249.34,42.9,2026-04-29 18:24:36
15220,0.8537,pretrain,1.749829,0.0,1.52553,1.4940508443712072e-05,0.4145,3.10589,254412.3,4.478,10.524,0.0,,249.5,42.8,2026-04-29 18:24:46
15230,0.8542,pretrain,1.689168,0.0,1.662841,1.490341019769247e-05,0.4197,3.106546,264838.1,4.478,10.524,0.0,,249.66,42.6,2026-04-29 18:24:55
15240,0.8548,pretrain,1.8529,0.0,1.616532,1.4866443734876398e-05,0.4147,3.107201,264243.0,4.478,10.524,0.0,,249.82,42.4,2026-04-29 18:25:05
15250,0.8553,pretrain,1.79212,0.0,1.72178,1.4829609176759438e-05,0.4177,3.107856,264879.5,4.478,10.524,0.0,,249.98,42.3,2026-04-29 18:25:14
15260,0.8559,pretrain,1.543761,0.0,1.410053,1.4792906644403672e-05,0.414,3.108512,253083.6,4.478,10.524,0.0,,250.14,42.1,2026-04-29 18:25:24
15270,0.8565,pretrain,1.745125,0.0,1.507989,1.4756336258437228e-05,0.4149,3.109167,265041.8,4.478,10.524,0.0,,250.29,41.9,2026-04-29 18:25:33
15280,0.857,pretrain,1.711901,0.0,1.973078,1.4719898139053945e-05,0.4083,3.109822,253692.3,4.478,10.524,0.0,,250.45,41.8,2026-04-29 18:25:43
15290,0.8576,pretrain,1.732206,0.0,1.603698,1.4683592406012939e-05,0.4211,3.110478,265976.0,4.478,10.524,0.0,,250.61,41.6,2026-04-29 18:25:52
15300,0.8581,pretrain,1.713519,0.0,1.552653,1.4647419178638208e-05,0.4088,3.111133,265426.7,4.478,10.524,0.0,,250.77,41.5,2026-04-29 18:26:02
15310,0.8587,pretrain,1.746509,0.0,1.917158,1.4611378575818287e-05,0.4141,3.111789,265446.0,4.478,10.524,0.0,,250.93,41.3,2026-04-29 18:26:11
15320,0.8593,pretrain,1.829435,0.0,1.922833,1.457547071600576e-05,0.4168,3.112444,266429.1,4.478,10.524,0.0,,251.08,41.1,2026-04-29 18:26:21
15330,0.8598,pretrain,1.630852,0.0,1.435798,1.4539695717216988e-05,0.4137,3.113099,263760.7,4.478,10.524,0.0,,251.25,41.0,2026-04-29 18:26:30
15340,0.8604,pretrain,1.761439,0.0,1.921567,1.4504053697031642e-05,0.415,3.113755,265392.2,4.478,10.524,0.0,,251.4,40.8,2026-04-29 18:26:40
15350,0.8609,pretrain,1.541185,0.0,1.387061,1.4468544772592337e-05,0.4097,3.11441,265229.0,4.478,10.524,0.0,,251.56,40.6,2026-04-29 18:26:49
15360,0.8615,pretrain,1.669753,0.0,1.089158,1.4433169060604272e-05,0.4128,3.115065,264899.6,4.478,10.524,0.0,,251.72,40.5,2026-04-29 18:26:59
15370,0.8621,pretrain,1.599154,0.0,1.633607,1.4397926677334786e-05,0.4058,3.115721,263889.3,4.478,10.524,0.0,,251.88,40.3,2026-04-29 18:27:08
15380,0.8626,pretrain,1.609133,0.0,2.029598,1.4362817738613044e-05,0.4129,3.116376,265764.9,4.478,10.524,0.0,,252.04,40.1,2026-04-29 18:27:18
15390,0.8632,pretrain,1.740888,0.0,1.876634,1.432784235982962e-05,0.4083,3.117031,266592.8,4.478,10.524,0.0,,252.19,40.0,2026-04-29 18:27:27
15400,0.8637,pretrain,1.598168,0.0,2.074084,1.4293000655936128e-05,0.4096,3.117687,265893.2,4.478,10.524,0.0,,252.35,39.8,2026-04-29 18:27:37
15410,0.8643,pretrain,1.791119,0.0,1.935147,1.4258292741444814e-05,0.4196,3.118342,265523.2,4.478,10.524,0.0,,252.51,39.6,2026-04-29 18:27:46
15420,0.8649,pretrain,1.723079,0.0,1.578123,1.4223718730428232e-05,0.4194,3.118998,253734.4,4.478,10.524,0.0,,252.67,39.5,2026-04-29 18:27:56
15430,0.8654,pretrain,1.472326,0.0,1.550581,1.4189278736518857e-05,0.4118,3.119653,265243.0,4.478,10.524,0.0,,252.82,39.3,2026-04-29 18:28:05
15440,0.866,pretrain,1.512766,0.0,1.803747,1.415497287290866e-05,0.4076,3.120308,253283.5,4.478,10.524,0.0,,252.98,39.1,2026-04-29 18:28:15
15450,0.8666,pretrain,1.52742,0.0,1.492153,1.4120801252348792e-05,0.4164,3.120964,265296.2,4.478,10.524,0.0,,253.14,39.0,2026-04-29 18:28:24
15460,0.8671,pretrain,1.672431,0.0,1.495978,1.4086763987149189e-05,0.4178,3.121619,255631.2,4.478,10.524,0.0,,253.3,38.8,2026-04-29 18:28:34
15470,0.8677,pretrain,1.800291,0.0,2.175757,1.4052861189178221e-05,0.4169,3.122274,265812.6,4.478,10.524,0.0,,253.46,38.6,2026-04-29 18:28:43
15480,0.8682,pretrain,1.604502,0.0,1.373801,1.4019092969862316e-05,0.4156,3.12293,265971.5,4.478,10.524,0.0,,253.62,38.5,2026-04-29 18:28:53
15490,0.8688,pretrain,1.838366,0.0,1.743254,1.398545944018556e-05,0.4171,3.123585,266010.1,4.478,10.524,0.0,,253.77,38.3,2026-04-29 18:29:02
15500,0.8694,pretrain,1.73022,0.0,1.846213,1.3951960710689383e-05,0.4159,3.12424,264941.1,4.478,10.524,0.0,,253.93,38.2,2026-04-29 18:29:12
15510,0.8699,pretrain,1.708252,0.0,1.738079,1.3918596891472178e-05,0.4146,3.124896,250389.6,4.478,10.524,0.0,,254.36,38.0,2026-04-29 18:29:37
15520,0.8705,pretrain,1.544203,0.0,1.028634,1.3885368092188938e-05,0.413,3.125551,265231.9,4.478,10.524,0.0,,254.51,37.9,2026-04-29 18:29:46
15530,0.871,pretrain,1.823154,0.0,1.5784,1.385227442205087e-05,0.4203,3.126206,253851.5,4.478,10.524,0.0,,254.67,37.7,2026-04-29 18:29:56
15540,0.8716,pretrain,1.63718,0.0,1.872233,1.381931598982508e-05,0.4138,3.126862,265989.9,4.478,10.524,0.0,,254.83,37.5,2026-04-29 18:30:05
15550,0.8722,pretrain,1.567377,0.0,1.787878,1.3786492903834201e-05,0.414,3.127517,265382.1,4.478,10.524,0.0,,254.99,37.4,2026-04-29 18:30:15
15560,0.8727,pretrain,1.675698,0.0,1.307337,1.3753805271956008e-05,0.4185,3.128173,266351.9,4.478,10.524,0.0,,255.14,37.2,2026-04-29 18:30:24
15570,0.8733,pretrain,1.661994,0.0,1.720076,1.372125320162312e-05,0.4115,3.128828,265346.7,4.478,10.524,0.0,,255.31,37.0,2026-04-29 18:30:34
15580,0.8738,pretrain,1.706158,0.0,1.618343,1.368883679982257e-05,0.4164,3.129483,266369.2,4.478,10.524,0.0,,255.46,36.9,2026-04-29 18:30:43
15590,0.8744,pretrain,1.638543,0.0,1.409554,1.365655617309553e-05,0.413,3.130139,266020.6,4.478,10.524,0.0,,255.62,36.7,2026-04-29 18:30:53
15600,0.875,pretrain,1.804374,0.0,1.966255,1.362441142753692e-05,0.4072,3.130794,266208.1,4.478,10.524,0.0,,255.78,36.5,2026-04-29 18:31:02
15610,0.8755,pretrain,1.705551,0.0,2.179352,1.359240266879506e-05,0.4147,3.131449,266830.5,4.478,10.524,0.0,,255.94,36.4,2026-04-29 18:31:12
15620,0.8761,pretrain,1.820426,0.0,1.772522,1.3560530002071347e-05,0.4199,3.132105,264809.1,4.478,10.524,0.0,,256.09,36.2,2026-04-29 18:31:21
15630,0.8766,pretrain,1.635073,0.0,1.503118,1.3528793532119861e-05,0.4212,3.13276,265543.9,4.478,10.524,0.0,,256.25,36.1,2026-04-29 18:31:31
15640,0.8772,pretrain,1.530832,0.0,1.615038,1.3497193363247079e-05,0.4147,3.133415,251910.7,4.478,10.524,0.0,,256.41,35.9,2026-04-29 18:31:40
15650,0.8778,pretrain,1.641265,0.0,1.915291,1.3465729599311496e-05,0.4177,3.134071,266911.3,4.478,10.524,0.0,,256.57,35.7,2026-04-29 18:31:50
15660,0.8783,pretrain,1.769154,0.0,1.622869,1.3434402343723293e-05,0.4148,3.134726,253069.6,4.478,10.524,0.0,,256.73,35.6,2026-04-29 18:31:59
